Family;Species;Author;Synonyms;LocalName;FileNamePhoto;FileNameID;Comments;FigOneWidth;FigTwoWidth
Asteraceae;Leontodon incanus;(L.) Schrank;;Grauer Löwenzahn;Leontodon_incanus_1.jpg;Leontodon_incanus_2.jpg;;;
Asteraceae;Leucanthemum vulgare;L.;Leucanthemum ircutianum;Wiesen-Margerite;Leucanthemum_vulgare_1.jpg;Leucanthemum_vulgare_2.jpg;;;
Asteraceae;Mycelis muralis;(L.) Dumort.;;Mauerlattich;Mycelis_muralis_1.jpg;Mycelis_muralis_2.jpg;;;
Balsaminaceae;Impatiens parviflora;DC.;;Kleines Springkraut;Impatiens_parviflora_1.jpg;Impatiens_parviflora_2.jpg;;;
Betulaceae;Betula pendula;Roth;;Gewöhnliche Birke;Betula_pendula_1.jpg;Betula_pendula_2.jpg;;;
Betulaceae;Corylus avellana;L.;;Haselstrauch;Corylus_avellana_1.jpg;Corylus_avellana_2.jpg;;;
Boraginaceae;Asperugo procumbens;L.;;Schlangenäuglein;Asperugo_procumbens_1.jpg;Asperugo_procumbens_2.jpg;;;
Boraginaceae;Echium vulgare;L.;;Gemeiner Natternkopf; Echium_vulgare_1.jpg; Echium_vulgare_2.jpg;;;
Brassicaceae;Alyssum montanum;L.;;Berg-Steinkraut;Alyssum_montanum_1.jpg;Alyssum_montanum_2.jpg;;;
Brassicaceae;Arabidopsis lyrata subsp. petraea;L.;Cardaminopsis petraea;Arabis petraea;Arabidopsis_petraea_1.jpg;Arabidopsis_petraea_2.jpg;;;
Brassicaceae;Arabis alpina;L.;;Alpen Gänsekresse;Arabis_alpina_1.jpg;Arabis_alpina_2.jpg;;0.35;0.55
Brassicaceae;Arabis hirsuta;L.;;Behaarte Gänsekresse;Arabis_hirsuta_1.jpg;Arabis_hirsuta_2.jpg;;;
Brassicaceae;Arabis turrita;L.; Pseudoturritis turrita;Turmgänsekresse;Arabis_turrita_1.jpg;Arabis_turrita_2.jpg;;;
Brassicaceae;Aurinia saxatilis;(L.) Desv.;;Felsensteinkraut;Aurinia_saxatilis_1.jpg;Aurinia_saxatilis_2.jpg;;;
Brassicaceae;Cardamine flexuosa;With.;;Wald-Schaumkraut;Cardamine_flexuosa_1.jpg;Cardamine_flexuosa_2.jpg;;;
Brassicaceae;Cardamine impatiens;L.;;Spring-Schaumkraut;Cardamine_impatiens_1.jpg;Cardamine_impatiens_2.jpg;;;
Brassicaceae;Draba aizoides;L.;;Immergrünes Felsenblümchen;Draba_aizoides_1.jpg;Draba_aizoides_2.jpg;;;
Brassicaceae;Erysimum crepidifolium;Rchb.;;Bleicher Schöterich;Erysimum_crepidifolium_1.jpg;Erysimum_crepidifolium_2.jpg;;;
Brassicaceae;Erysimum odoratum;Ehrh.;;Duft-Schöterich;Erysimum_odoratum_1.jpg;Erysimum_odoratum_2.jpg;;;
Brassicaceae;Erysimum repandum;L.;;Spreiz-Schöterich;Erysimum_repandum_1.jpg;Erysimum_repandum_2.jpg;;;
Brassicaceae;Lunaria rediviva;L.;;Wilde Mondviole;Lunaria_rediviva_1.jpg;Lunaria_rediviva_2.jpg;;;
Brassicaceae;Noccaea montana;(L.) F.K.Mey.;Thlaspi montanum;Berg-Täschelkraut;Noccaea_montana_3.jpg;Noccaea_montana_2.jpg;;;
Brassicaceae;Sisymbrium austriacum;Jacq.;;Österreichische Rauke;sisymbrium_austriacum_photo.jpg;sisymbrium_austriacum_ID.png;;;
Campanulaceae;Campanula gentilis;Kovanda;;Edel-Glockenblume;Campanula_gentilis_1.png;Campanula_gentilis_2.png;;0.55;0.45
Campanulaceae;Campanula persicifolia;L.;;Pfirsichblättrige Glockenblume;Campanula_persicifolia_1.jpg;Campanula_persicifolia_2.jpg;;;
Campanulaceae;Campanula rotundifolia;L.;;Rundblättrige Glockenblume;Campanula_rotundifolia_1.jpg;Campanula_rotundifolia_2.jpg;;;
Campanulaceae;Campanula trachelium;L.;;Nesselblättrige Glockenblume;Campanula_trachelium_1.jpg;Campanula_trachelium_2.jpg;;;
Caprifoliaceae;Lonicera xylosteum;L.;;Rote Heckenkirsche;Lonicera_xylosteum_1.jpg;Lonicera_xylosteum_2.jpg;;;
Caryophllaceae;Cerastium arvense;L.;;Acker-Hornkraut;Cerastium_arvense_1.jpg;Cerastium_arvense_2.jpg;Subsp. Arvense;;
Caryophyllaceae;Arenaria serpyllifolia;L.;;Quendel-Sandkraut;Arenaria_serpyllifolia_1.jpg;Arenaria_serpyllifolia_2.jpg;;;
Caryophyllaceae;Cerastium tomentosum;L.;;Filziges Hornkraut;Cerastium_tomentosum_1.jpg;Cerastium_tomentosum_2.jpg;;;
Caryophyllaceae;Dianthus carthusianorum;L.;;Gewöhnliche Kartäuser-Nelke;Dianthus_carthusianorum_1.jpg;Dianthus_carthusianorum_2.jpg;Subsp. Carthusianorum;;
Caryophyllaceae;Dianthus gratianopolitanus;Vill.;;Grenobler Nelke;Dianthus_gratianopolitanus_1.jpg;Dianthus_gratianopolitanus_2.jpg;;;
Caryophyllaceae;Moehringia muscosa;L.;;Moos-Nabelmiere;Moehringia_muscosa_1.jpg;Moehringia_muscosa_2.jpg;;;
Caryophyllaceae;Moehringia trinervia;(L.) Clairv.;;Dreinervige Nabelmiere;Moehringia_trinervia_1.jpg;Moehringia_trinervia_2.jpg;;;
Caryophyllaceae;Petrorhagia prolifera;(L.) P.W.Ball \& Heywood;;Sprossende Felsennelke ;petrorhagia_prolifera_photo.jpg;petrorhagia_prolifera_ID.png;;;
Caryophyllaceae;Petrorhagia saxifraga;(L.) Link;;Steinbrech-Felsennelke;petrorhagia_saxifraga_photo.jpg;petrorhagia_saxifraga_ID.png;;;
