Species;Family;Author;Synonyms;LocalName;Comments;FileNamePhoto;FileNameID;Location;LocationColour;FigOneWidth;FigTwoWidth
Genista splendens;Fabaceae;Webb \& Berthel.;;;;Genista_splendens_flower.jpg;Genista_splendens_whole.jpg;;;;
Genista stenopetala;Fabaceae;Webb \& Berthel.;;;;Genista_stenopetala_flower.jpg;Genista_stenopetala_close.jpg;;;;
Lathyrus angulatus;Fabaceae;L.;Lathyrus sphaericus Retz.;;;Lathyrus_angulatus_photo.jpg;Lathyrus_angulatus_ID.jpg;;;;
Lathyrus articulatus;Fabaceae;Loisel.;Lathyrus clymenum L;;;Lathyrus_articulatus_flower.jpg;Lathyrus_articulatus_whole.jpg;;;;
Lathyrus clymenum;Fabaceae;L.;;;;Lathyrus_clymenum_flower.jpg;Lathyrus_clymenum_fruit.jpg;;;;
Lathyrus ochrus;Fabaceae;(L.) DC.;;;;Lathyrus_ochrus_flower.jpg;Lathyrus_ochrus_close.jpg;;;;
Lathyrus sativus;Fabaceae;L.;;;;Lathyrus_sativus_whole.jpg;Lathyrus_sativus_sketch.jpg;;;;
Lathyrus sphaericus;Fabaceae;Retz.;;;;Lathyrus_sphaericus_flower.jpg;Lathyrus_sphaericus_close.jpg;;;;
Lathyrus tingitanus;Fabaceae;L.;;;;Lathyrus_tingitanus_flower.jpg;Lathyrus_tingitanus_close.jpg;;;;
Lotus campylocladus ssp hillebrandii;Fabaceae;(Christ) Sandral \& D.D.Sokoloff;;;;Lotus_campylocladus_hillebrandii_photo.jpg;Lotus_campylocladus_hillebrandii_ID.jpg;\textcolor{green}{SS};;;
Medicago minima;Fabaceae;(L.) Bartal.;;;;Medicago_minima_leaf.jpg;Medicago_minima_flower.jpg;;;;
Medicago polymorpha;Fabaceae;L.;;;;Medicago_polymorpha_flower.jpg;Medicago_polymorpha_sketch.jpg;;;;
Melilotus indicus;Fabaceae;(L.) All.;;;;Melilotus_indicus_close.jpg;Melilotus_indicus_whole.jpg;;;;
Ononis christii;Fabaceae;Bolle;;;;Ononis_christii_flower.jpg;Ononis_christii_whole.jpg;;;;
Ornithopus compressus;Fabaceae;L.;;;;Ornithopus_compressus_fruit.jpg;Ornithopus_compressus_close.jpg;;;;
Retama monosperma;Fabaceae;(L.) Boiss.;;;;Retama_monosperma_photo.jpg;Retama_monosperma_ID.jpg;\textcolor{green}{SS};;;
Retama raetam;Fabaceae;(Forssk.) Webb \& Berthel.;;;;Retama_raetam_photo.jpg;Retama_raetam_ID.jpg;;;;
Scorpiurus muricatus;Fabaceae;L.;;;;Scorpiurus_muricatus_flower.jpg;Scorpiurus_muricatus_close.jpg;;;;
Teline splendens;Fabaceae;(Webb \& Berthel.) del Arco;Genista splendens Webb \& Berthel.;;;Teline_splendens_photo.jpg;Teline_splendens_ID.jpg;;;;
Teline stenopetala;Fabaceae;(Webb \& Berthel.) Webb \& Berthel.;Genista stenopetala Webb \& Berthel.;;;Teline_stenopetala_photo.jpg;Teline_stenopetala_ID.jpg;;;;
Teline stenopetala ssp sericea;Fabaceae;;;;;Teline_stenopetala_sericea_photo.jpg;Teline_stenopetala_sericea_ID.jpg;\textcolor{red}{NN};;;
Trifolium angustifolium;Fabaceae;L.;;;;Trifolium_angustifolium_flower.jpg;Trifolium_angustifolium_close.jpg;;;;
Trifolium arvense;Fabaceae;L.;;;;Trifolium_arvense_close.jpg;Trifolium_arvense_sketch.jpg;;;;
Trifolium aureum;Fabaceae;Pollich;;;;Trifolium_aureum_close.jpg;Trifolium_aureum_sketch.jpg;;;;
Trifolium campestre;Fabaceae;Schreb.;;;;Trifolium_campestre_close.jpg;Trifolium_campestre_sketch.jpg;;;;
Trifolium glomeratum;Fabaceae;L.;;;;Trifolium_glomeratum_close.jpg;Trifolium_glomeratum_close_2.jpg;;;;
Trifolium ligusticum;Fabaceae;Balb. ex Loisel.;;;;Trifolium_ligusticum_flower.jpg;Trifolium_ligusticum_close.jpg;;;;
Trifolium pratense;Fabaceae;L.;;;;Trifolium_pratense_close.jpg;Trifolium_pratense_sketch.jpg;;;;
Trifolium scabrum;Fabaceae;L.;;;;Trifolium_scabrum_close.jpg;Trifolium_scabrum_sketch.jpg;;;;
Trifolium stellatum;Fabaceae;L.;;;;Trifolium_stellatum_flower.jpg;Trifolium_stellatum_close.jpg;;;;
Trifolium striatum;Fabaceae;L.;;;;Trifolium_striatum_flower.jpg;Trifolium_striatum_close.jpg;;;;
Vicia aphylla;Fabaceae;C.Sm. ex Link;;;;Vicia_aphylla_flower.jpg;Vicia_aphylla_fruit.jpg;;;;
Vicia articulata;Fabaceae;Hornem.;;;;Vicia_articulata_flower.jpg;Vicia_articulata_sketch.jpg;;;;
Vicia disperma;Fabaceae;DC.;;;;Vicia_disperma_flower.jpg;Vicia_disperma_fruit.jpg;;;;
Vicia ervilia;Fabaceae;(L.) Willd.;;;;Vicia_ervilia_fruit.jpg;Vicia_ervilia_sketch.jpg;;;;
Vicia hirsuta;Fabaceae;(L.) Gray;;;;Vicia_hirsuta_flower.jpg;Vicia_hirsuta_sketch.jpg;;;;
Vicia hybrida;Fabaceae;L.;;;;Vicia_hybrida_photo.jpg;Vicia_hybrida_ID.jpg;;;;
Vicia lutea;Fabaceae;L.;;;;Vicia_lutea_close.jpg;Vicia_lutea_sketch.jpg;;;;
Vicia sativa ssp nigra;Fabaceae;Ehrh.;;;;Vicia_sativa_nigra_photo.jpg;Vicia_sativa_nigra_ID.jpg;;;;
Castanea sativa;Fagaceae;Mill.;;;;Castanea_sativa_leaf.jpg;Castanea_sativa_sketch.jpg;;;;
Frankenia laevis;Frankeniaceae;L.;;;;Frankenia_laevis_flower.jpg;Frankenia_laevis_close.jpg;;;;
Gyrandra tenuifolia;Gentianaceae;(M.Martens \& Galeotti) G.Mans.;;;cf species;Gyrandra_tenuifolia_ID.jpg;Centaurium_tenuiflorum_photo.jpg;;;;
Erodium chium;Geraniaceae;(L.) Willd.;;;;Erodium_chium_flower.jpg;Erodium_chium_whole.jpg;;;;
Erodium cicutarium;Geraniaceae;(L.) L'Hér;;;;Erodium_cicutarium_flower.jpg;Erodium_cicutarium_whole.jpg;;;;
Erodium malacoides;Geraniaceae;(L.) L'Hér.;;;;Erodium_malacoides_flower.jpg;Erodium_malacoides_whole.jpg;;;;
Erodium moschatum;Geraniaceae;(L.) L'Hér.;;;;Erodium_moschatum_flower.jpg;Erodium_moschatum_close.jpg;;;;
Geranium dissectum;Geraniaceae;L.;;;;Geranium_dissectum_close.jpg;Geranium_dissectum_sketch.jpg;;;;
Geranium maculatum;Geraniaceae;L.;;;;Geranium_maculatum_flower.jpg;Geranium_maculatum_whole.jpg;;;;
Geranium purpureum;Geraniaceae;Vill.;;;;Geranium_purpureum_close.jpg;Geranium_purpureum_sketch.jpg;;;;
Geranium reuteri;Geraniaceae;Aedo \& Muñoz Garm.;Geranium canariense Reut.;;;Geranium_canariense_photo.jpg;Geranium_reuteri_ID.jpg;\textcolor{green}{SS};;;
Geranium robertianum;Geraniaceae;L.;;;;Geranium_robertianum_whole.jpg;Geranium_robertianum_sketch.jpg;;;;
Geranium rotundifolium;Geraniaceae;L.;;;;Geranium_rotundifolium_close.jpg;Geranium_rotundifolium_sketch.jpg;;;;
Hypericum canariense;Hypericaceae;L.;;;;Hypericum_canariense_flower.jpg;Hypericum_canariense_whole.jpg;\textcolor{red}{NN};;;
Hypericum glandulosum;Hypericaceae;Aiton;;;;Hypericum_glandulosum_leaf.jpg;Hypericum_glandulosum_flower.jpg;;;;
Hypericum grandifolium;Hypericaceae;Choisy;;;;Hypericum_grandifolium_photo;Hypericum_grandifolium_ID;\textcolor{red}{NN}, \textcolor{green}{SS};;;
Hypericum montanum;Hypericaceae;L.;;;;Hypericum_montanum_flower.jpg;Hypericum_montanum_sketch.jpg;;;;
Hypericum perforatum;Hypericaceae;L.;;;;Hypericum_perforatum_close.jpg;Hypericum_perforatum_sketch.jpg;;;;
Hypericum reflexum;Hypericaceae;L.f.;;;;Hypericum_reflexum_photo;Hypericum_reflexum_ID;;;;
Hypericum xylosteifolium;Hypericaceae;(Spach) N.Robson;;;;Hypericum_xylosteifolium_flower.jpg;Hypericum_xylosteifolium_whole.jpg;;;;
Chasmanthe aethiopica;Iridaceae;(L.) N.E.Br.;;;;Chasmanthe_aethiopica_flower.jpg;Chasmanthe_aethiopica_close.jpg;;;;
Gladiolus italicus;Iridaceae;Mill.;;;;Gladiolus_italicus_flower.jpg;Gladiolus_italicus_whole.jpg;;;;
Luzula elegans;Juncaceae;Lowe;;;;Luzula_elegans_flower.jpg;Luzula_elegans_whole.jpg;;;;
Bystropogon canariensis;Lamiaceae;(L.) L'Hér.;;;;Bystropogon_canariensis_photo.jpg;Bystropogon_canariensis_ID;\textcolor{green}{SS};;;
Bystropogon origanifolius;Lamiaceae;L'Hér.;;;;Bystropogon_origanifolius_photo;Bystropogon_origanifolius_ID;\textcolor{red}{NN}, \textcolor{green}{SS};;;
Cedronella canariensis;Lamiaceae;(L.) Webb \& Berthel.;;;;Cedronella_canariensis_photo;Cedronella_canariensis_ID;\textcolor{red}{NN}, \textcolor{green}{SS};;;
Clinopodium menthifolium ssp ascendens;Lamiaceae;(Jord.) Govaerts;;;;Calamintha_ascendens_photo.jpg;Calamintha_methifolia_ID.jpg;;;;
Lavandula canariensis;Lamiaceae;Mill.;;;;Lavandula_canariensis_flower.jpg;Lavandula_canariensis_whole.jpg;\textcolor{red}{NN};;;
Mentha cf arvensis;Lamiaceae;L.;;;;Mentha_arvensis_photo.jpg;Mentha_arvensis_ID.jpg;;;;
Micromeria herpyllomorpha ssp herpyllomorpha;Lamiaceae;Webb \& Berthel.;;;50-1800 m;;;\textcolor{red}{NN}, \textcolor{green}{SS};;;
Micromeria herpyllomorpha ssp palmensis;Lamiaceae;(Bolle) Puppo;;;2000-2400 m;Micromeria_palmensis_photo;;;;;
Origanum vulgare;Lamiaceae;L.;;;;Origanum_vulgare_flower.jpg;Origanum_vulgare_ssp_virens_fruit.jpg;;;;
Origanum vulgare subsp. virens;Lamiaceae;(Hoffmanns. \& Link) ;;;;;;;;;
Prunella vulgaris;Lamiaceae;L.;;;;Prunella_vulgaris_photo.jpg;Prunella_vulgaris_ID.jpg;;;;
Sideritis canariensis;Lamiaceae;L.;;;;Sideritis_canariensis_photo.jpg;Sideritis_canariensis_ID.jpg;\textcolor{green}{SS};;;
Stachys arvensis;Lamiaceae;(L.) L.;;;;Stachys_arvensis_close.jpg;Stachys_arvensis_sketch.jpg;;;;
Stachys germanica;Lamiaceae;L.;;;;Stachys_germanica_photo.jpg;Stachys_germanica_ID.jpg;;;;
Stachys ocymastrum;Lamiaceae;(L.) Briq.;;;;Stachys_ocymastrum_flower.jpg;Stachys_ocymastrum_whole.jpg;;;;
Laurus novocanariensis;Lauraceae;Rivas Mart.;;;;;Laurus_novocanariensis_JID;\textcolor{red}{NN}, \textcolor{green}{SS};;;
Ocotea foetens;Lauraceae;(Aiton) Baill.;;;cf species;Ocotea_foetens_photo.jpg;Ocotea_foetens_JID;;;;
Persea barbujana;Lauraceae;(Cav.) Mabb. \& Nieto Fel.;;;;Persea_barbujana_photo.jpg;Persea_barbujana_ID.jpg;\textcolor{red}{NN};;;
Persea indica;Lauraceae;(L.) Spreng;;;;;Persea_indica_JID;\textcolor{red}{NN}, \textcolor{green}{SS};;;
Linum strictum;Linaceae;L.;;;;Linum_strictum_flower.jpg;Linum_strictum_close.jpg;;;;
Lythrum hyssopifolia;Lythraceae;L.;;;;Lythrum_hyssopifolia_leaf.jpg;Lythrum_hyssopifolia_flower.jpg;;;;
Lythrum salicaria;Lythraceae;L.;;;;Lythrum_salicaria_leaf.jpg;Lythrum_salicaria_flower.jpg;;;;
Malva neglecta;Malvaceae;Wallr.;;;;Malva_neglecta_whole.jpg;Malva_neglecta_sketch.jpg;;;;
Malva parviflora;Malvaceae;L.;;;;Malva_parviflora_leaf.jpg;Malva_parviflora_flower.jpg;;;;
Myrica faya;Myricaceae;Aiton;;;;;;\textcolor{red}{NN}, \textcolor{green}{SS};;;
Jasminum fruticans;Oleaceae;L.;Chrysojasminum fruticans (L.) Banfi;;;Chrysojasminum_fruticans_photo.jpg;Jasminum_fruticans_photo.jpg;;;;
Picconia excelsa;Oleaceae;(Aiton) DC.;;;;Picconia_excelsa_bark_1.jpg;Picconia_excelsa_bark_2.jpg;;;;
Epilobium parviflorum;Onagraceae;Schreb.;;;;Epilobium_parviflorum_flower.jpg;Epilobium_parviflorum_close.jpg;;;;
Gennaria diphylla;Orchidaceae;(Link) Parl.;;;;Gennaria_diphylla_flower.jpg;Gennaria_diphylla_whole.jpg;;;;
Orchis canariensis;Orchidaceae;Lindl.;;;;Orchis_canariensis_photo.jpg;Orchis_canariensis_ID.jpg;;;;
Oxalis corniculata;Oxalidaceae;L.;;;;Oxalis_corniculata_close.jpg;Oxalis_corniculata_sketch.jpg;;;;
Fumaria coccinea;Papaveraceae;Lowe ex Pugsley;;;;Fumaria_coccinea_leaf.jpg;Fumaria_coccinea_flower.jpg;;;;
Fumaria muralis;Papaveraceae;Sond. ex W.D.J.Koch;;;;Fumaria_muralis_leaf.jpg;Fumaria_muralis_close.jpg;;;;
Papaver dubium;Papaveraceae;L.;;;;Papaver_dubium_close.jpg;Papaver_dubium_sketch.jpg;;;;
Pinus canariensis;Pinaceae;C.Sm. ex DC.;;;;;;\textcolor{red}{NN}, \textcolor{green}{SS};;;
Antirrhinum majus;Plantaginaceae;L.;;;;Antirrhinum_majus_flower.jpg;Antirrhinum_majus_whole.jpg;;;;
Globularia salicina;Plantaginaceae;Lam.;;;;Globularia_salicina_flower.jpg;Globularia_salicina_whole.jpg;\textcolor{red}{NN};;;
Misopates orontium;Plantaginaceae;(L.) Raf.;;;;Misopates_orontium_flower.jpg;Misopates_orontium_whole.jpg;;;;
Plantago arborescens ssp arborescens;Plantaginaceae;(Mirb.) Poir.;;;;Plantago_arborescens_arborescens_photo.jpg;Plantago_arborescens_arborescens_ID.jpg;;;;
Plantago coronopus ssp coronopus;Plantaginaceae;L.;;;;;;;;;
Plantago lagopus;Plantaginaceae;L.;;;;Plantago_lagopus_flower.jpg;Plantago_lagopus_whole.jpg;;;;
Plantago media;Plantaginaceae;L.;;;;Plantago_media_photo.jpg;Plantago_major_ID.jpg;;;;
"Plantago webbii;Plantaginaceae;Barnéoud;;;;;;\textcolor{red}{NN}, \textcolor{green}{SS};";;;;;;;;;;;
Veronica arvensis;Plantaginaceae;L.;;;;Veronica_arvensis_close.jpg;Veronica_arvensis_sketch.jpg;;;;
Veronica hederifolia;Plantaginaceae;L.;;;;Veronica_hederifolia_close.jpg;Veronica_hederifolia_sketch.jpg;;;;
Veronica persica;Plantaginaceae;Poir.;;;;Veronica_persica_close.jpg;Veronica_persica_sketch.jpg;;;;
Limonium imbricatum;Plumbaginaceae;(Webb ex Girard) H.Arnaud;;;;Limonium_imbricatum_photo.jpg;Limonium_imbricatum_ID.jpg;\textcolor{red}{NN};;;
Limonium pectinatum;Plumbaginaceae;(Aiton) Kuntze;;;;Limonium_pectinatum_flower.jpg;Limonium_pectinatum_whole.jpg;\textcolor{green}{SS};;;
Agrostis stolonifera;Poaceae;L.;;;;Agrostis_stolonifera_whole.jpg;Agrostis_stolonifera_sketch.jpg;;;;
Aira caryophyllea;Poaceae;L.;;;;Aira_caryophyllea_flower.jpg;Aira_caryophyllea_sketch.jpg;;;;
Alopecurus myosuroides;Poaceae;Huds.;;;;Alopecurus_myosuroides_flower.jpg;Alopecurus_myosuroides_sketch.jpg;;;;
Aristida adscensionis;Poaceae;L.;;;;Aristida_adscensionis_flower.jpg;Aristida_adscensionis_node.jpg;;;;
Arrhenatherum calderae;Poaceae;A.Hansen;;;;Arrhenatherum_calderae_flower.jpg;Arrhenatherum_calderae_whole.jpg;;;;
Arrhenatherum elatius ssp bulbosum;Poaceae;(Willd.) Schübl. \& G.Martens;;;;Arrhenatherum_elatius_ssp_bulbosum_bulb.jpg;Arrhenatherum_bulbosum_ID;;;;
Arundo donax;Poaceae;L.;;;;Arundo_donax_sheath.jpg;Arundo_donax_whole.jpg;;;;
Avena barbata;Poaceae;Pott ex Link;;;;Avena_barbata_flower_1.jpg;Avena_barbata_flower_2.jpg;;;;
Brachypodium distachyon;Poaceae;(L.) P.Beauv.;;;;Brachypodium_distachyon_flower.jpg;Brachypodium_distachyon_close.jpg;;;;
Brachypodium sylvaticum;Poaceae;(Huds.) P.Beauv.;;;;Brachypodium_sylvaticum_leaf.jpg;Brachypodium_sylvaticum_flower.jpg;;;;
Briza maxima;Poaceae;L.;;;;Briza_maxima_flower.jpg;Briza_maxima_close.jpg;;;;
Briza minor;Poaceae;L.;;;;Briza_minor_flower_1.jpg;Briza_minor_flower_2.jpg;;;;
Bromus madritensis;Poaceae;L.;;;;Bromus_madritensis_photo.jpg;Bromus_madritensis_ID.jpg;;;;
Bromus rigidus;Poaceae;Roth;;;;Bromus_rigidus_flower_1.jpg;Bromus_rigidus_flower_2.jpg;;;;
Bromus rubens;Poaceae;L.;;;;Bromus_rubens_flower.jpg;Bromus_rubens_close.jpg;;;;
Bromus sterilis;Poaceae;L.;;;;Bromus_sterilis_close.jpg;Bromus_sterilis_sketch.jpg;;;;
Bromus tectorum;Poaceae;L.;;;;Bromus_tectorum_whole.jpg;Bromus_tectorum_sketch.jpg;;;;
Cenchrus ciliaris;Poaceae;L.;;;;Cenchrus_ciliaris_node.jpg;Cenchrus_ciliaris_sheath.jpg;;;;
Cenchrus longisetus;Poaceae;M.C.Johnst.;;;;Cenchrus_longisetus_photo.jpg;;;;;
Cenchrus setaceus;Poaceae;(Forssk.) Morrone;;;;Cenchrus_setaceus_flower.jpg;Cenchrus_setaceus_close.jpg;;;;
Cynosurus echinatus;Poaceae;L.;;;;Cynosurus_echinatus_flower.jpg;Cynosurus_echinatus_whole.jpg;;;;
Dactylis smithii;Poaceae;Link;;;;Dactylis_smithii_close.jpg;Dactylis_smithii_whole.jpg;;;;
Digitaria sanguinalis;Poaceae;(L.) Scop.;;;;Digitaria_sanguinalis_photo.jpg;Digitaria_sanguinalis_ID.jpg;;;;
Festuca agustini;Poaceae;Linding.;;;;Festuca_agustini_flower.jpg;Festuca_agustini_whole.jpg;\textcolor{green}{SS};;;
Festuca bromoides;Poaceae;L.;;;;Festuca_bromoides_whole.jpg;Festuca_bromoides_sketch.jpg;;;;
Hordeum murinum;Poaceae;L.;;;;Hordeum_murinum_whole.jpg;Hordeum_murinum_sketch.jpg;;;;
Hyparrhenia hirta;Poaceae;(L.) Stapf;;;;Hyparrhenia_hirta_flower.jpg;Hyparrhenia_hirta_whole.jpg;;;;
Lolium canariense;Poaceae;Steud.;;;;Lolium_canariense_flower.jpg;Lolium_canariense_close.jpg;;;;
Lolium saxatile;Poaceae;H.Scholz \& S.Scholz;;;;Lolium_saxatile_whole.jpg;;;;;
Phalaris aquatica;Poaceae;Delile ex Boiss.;? Phalaris canariensis L.;;? Phalaris canariensis L.;Phalaris_aquatica_flower.jpg;;;;;
Phalaris canariensis;Poaceae;L.;;;;Phalaris_canariensis_flower.jpg;Phalaris_canariensis_sketch.jpg;;;;
Poa annua;Poaceae;L.;;;;Poa_annua_flower.jpg;Poa_annua_sheath.jpg;;;;
Polygonum aviculare;Polygonaceae;L.;;;;Polygonum_aviculare_close.jpg;Polygonum_aviculare_sketch.jpg;;;;
Rumex acetosella;Polygonaceae;L.;;;;Rumex_acetosella_close.jpg;Rumex_acetosella_sketch.jpg;;;;
"Rumex lunaria;Polygonaceae;L.;;;;;;\textcolor{red}{NN}, \textcolor{green}{SS};";;;;;;;;;;;
Rumex maderensis;Polygonaceae;Lowe;;;;Rumex_maderensis_close.jpg;Rumex_maderensis_whole.jpg;\textcolor{red}{NN};;;
Rumex obtusifolius;Polygonaceae;L.;;;;Rumex_obtusifolius_close.jpg;Rumex_obtusifolius_sketch.jpg;;;;
Davallia canariensis;Polypodiaceae;(L.) Sm.;;;;Davallia_canariensis_photo.jpg;Davallia_canariensis_ID.jpg;\textcolor{red}{NN}, \textcolor{green}{SS};;;
Dryopteris oligodonta;Polypodiaceae;(Desv.) Pic.Serm.;;;;Dryopteris_oligodonta_leaf_top.jpg;Dryopteris_oligodonta_leaf_under.jpg;\textcolor{red}{NN};;;
Polypodium macaronesicum;Polypodiaceae;A.E.Bobrov;;;;;;;;;
Lysimachia arvensis;Primulaceae;(L.) U.Manns \& Anderb.;;;;Lysimachia_arvensis_flower.jpg;Lysimachia_arvensis_whole.jpg;;;;
Lysimachia foemina;Primulaceae;(Mill.) U.Manns \& Anderb.;;;;Lysimachia_foemina_photo.jpg;Lysimachia_foemina_ID.jpg;;;;
Adiantum reniforme;Pteridaceae;L.;;;;Adiantum_reniforme_leaf.jpg;Adiantum_reniforme_whole.jpg;;;;
Anogramma leptophylla;Pteridaceae;(L.) Link;;;;Anogramma_leptophylla_leaf_top.jpg;Anogramma_leptophylla_leaf_under.jpg;;;;
Cosentinia vellea;Pteridaceae;(Aiton) Tod.;;;;Cosentinia_vellea_photo.jpg;Cosentinia_vellea_ID.jpg;\textcolor{green}{SS};;;
Hemionitis gluckuk;Pteridaceae;Christenh.;;;;Hemionitis_gluckuk_leaf_top.jpg;Hemionitis_gluckuk_leaf_under.jpg;\textcolor{green}{SS};;;
Hemionitis marantae;Pteridaceae;(L.) Christenh.;;;;Hemionitis_marantae_leaf.jpg;;;;;
Ranunculus cortusifolius;Ranunculaceae;Willd.;;;;Ranunculus_cortusifolius_photo.jpg;Ranunculus_cortusifolius_ID.jpg;\textcolor{green}{SS};;;
Reseda luteola;Resedaceae;L.;;;;Reseda_luteola_whole.jpg;Reseda_luteola_sketch.jpg;;;;
Rhamnus crenulata;Rhamnaceae;Aiton;;;;Rhamnus_crenulata_fruit.jpg;Rhamnus_crenulata_close.jpg;;;;
Rhamnus glandulosa;Rhamnaceae;Aiton;;;;Rhamnus_glandulosa_flower.jpg;Rhamnus_glandulosa_close.jpg;;;;
Bencomia exstipulata;Rosaceae;Svent.;;;;Bencomia_exstipulata_photo.jpg;Bencomia_exstipulata_ID.jpg;\textcolor{green}{SS};;;
Prunus amygdalus;Rosaceae;Batsch;;;;prunus_amygdalus_photo.jpg;Prunus_amygladus_ID.jpg;;;;
Prunus avium;Rosaceae;(L.) L.;;;;Prunus_avium_flower.jpg;Prunus_avium_sketch.jpg;;;;
Prunus lusitanica;Rosaceae;L.;;;;Prunus_lusitanica_leaf.jpg;Prunus_lusitanica_flower.jpg;;;;
Rosa canina;Rosaceae;L.;;;;Rosa_canina_photo.jpg;Rosa_canina_ID.jpg;\textcolor{green}{SS};;;
Rubus bollei;Rosaceae;Focke;;;;Rubus_bollei_photo.jpg;Rubus_bollei_ID.jpg;;;;
Rubus palmensis;Rosaceae;A.Hansen;;;;Rubus_palmensis_photo.jpg;Rubus_palmensis_ID.jpg;;;;
Sanguisorba minor;Rosaceae;Scop.;;;;Sanguisorba_minor_close.jpg;Sanguisorba_minor_sketch.jpg;;;;
Galium aparine;Rubiaceae;L.;;;;Galium_aparine_flower.jpg;Galium_aparine_sketch.jpg;;;;
Galium murale;Rubiaceae;(L.) All.;;;;Galium_murale_close.jpg;;;;;
Galium rubia;Rubiaceae;E.H.L.Krause;Rubia tinctorum L.;;;Galium_rubia_ID.jpg;Galium_rubia_photo.jpg;;;;
Galium scabrum;Rubiaceae;L.;;;;Galium_scabrum_photo.jpg;Galium_scabrum_ID.jpg;\textcolor{green}{SS};;;
Phyllis nobla;Rubiaceae;L.;;;;Phyllis_nobla_close.jpg;Phyllis_nobla_whole.jpg;\textcolor{green}{SS};;;
Rubia fruticosa;Rubiaceae;Aiton;;;;Rubia_fruticosa_close.jpg;Rubia_fruticosa_whole.jpg;\textcolor{green}{SS};;;
Rubia fruticosa ssp fruticosa;Rubiaceae;;;;;Rubia_fruticosa_fruticosa_photo.jpg;Rubia_fruticosa_fruticosa_ID.jpg;\textcolor{red}{NN}, \textcolor{green}{SS};;;
Rubia occidens;Rubiaceae;Capelo;;;;;;\textcolor{red}{NN};;;
Sherardia arvensis;Rubiaceae;L.;;;;Sherardia_arvensis_close.jpg;Sherardia_arvensis_sketch.jpg;;;;
Citrus x aurantium;Rutaceae;L.;;;;Citrus_x_aurantium_Pomelo_leaf.jpg;Citrus_x_aurantium_Pomelo_flower.jpg;;;;
Salix pedicellata;Salicaceae;Desf.;;;;Salix_pedicellata_photo.jpg;Salix_pedicellata_ID.jpg;\textcolor{red}{NN};;;
Scrophularia glabrata;Scrophulariaceae;Aiton;;;;Scrophularia_glabrata_flower.jpg;Scrophularia_glabrata_close.jpg;\textcolor{green}{SS};;;
Scrophularia parviflora;Scrophulariaceae;Wooton \& Standl.;;;cf species;Scrophularia_parviflora_photo.jpg;;;;;
Scrophularia trifoliata;Scrophulariaceae;Hoffmanns. \& Link;Scrophularia auriculata subsp. auriculata;;;;;;;;
Selaginella denticulata;Selaginellaceae;(L.) Spring;;;;Selaginella_denticulata_close.jpg;Selaginella_denticulata_whole.jpg;;;;
Nicotiana glauca;Solanaceae;Graham;;;;Nicotiana_glauca_close.jpg;Nicotiana_glauca_whole.jpg;;;;
Solanum lycopersicum;Solanaceae;L.;;;;Solanum_lycopersicum_close.jpg;Solanum_lycopersicum_sketch.jpg;;;;
Solanum nigrum;Solanaceae;L.;;;;Solanum_nigrum_close.jpg;Solanum_nigrum_sketch.jpg;;;;
Solanum tuberosum;Solanaceae;L.;;;;Solanum_tuberosum_whole.jpg;;;;;
Tamarix canariensis;Tamaricaceae;Willd.;;;;Tamarix_canariensis_photo.jpg;Tamarix_canariensis_ID.jpg;;;;
Forsskaolea angustifolia;Urticaceae;Retz.;;;;Forsskaolea_angustifolia_photo.jpg;Forsskaolea_angustifolia_ID.jpg;\textcolor{green}{SS};;;
Gesnouinia arborea;Urticaceae;(L.f.) Gaudich.;;;;Gesnouinia_arborea_photo.jpg;Gesnouinia arborea_ID.jpg;\textcolor{red}{NN};;;
Parietaria debilis;Urticaceae;G.Forst.;;;;Parietaria_debilis_close.jpg;Parietaria_debilis_whole.jpg;;;;
Parietaria filamentosa;Urticaceae;Webb \& Berthel.;;;;Parietaria_filamentosa_close.jpg;Parietaria_filamentosa_whole.jpg;;;;
Urtica morifolia;Urticaceae;Poir.;;;;Urtica_morifolia_flower.jpg;Urtica_morifolia_close.jpg;;;;
Viburnum rugosum;Viburnaceae;Pers.;;;;Viburnum_rugosum_photo.jpg;Viburnum_rugosum_ID.jpg;\textcolor{green}{SS};;;
Vitis vinifera;Vitaceae;L.;;;;Vitis_vinifera_flower.jpg;Vitis_vinifera_sketch.jpg;;;;
