Family;Species;Author;Synonyms;LocalName;FileNamePhoto;FileNameID;Comments;FigOneWidth;FigTwoWidth
Sabiaceae;Meliosma dilleniifolia;(Wall. ex Wight \& Arn.) Walp.;;;Meliosma_dilleniifolia_1.jpg;Meliosma_dilleniifolia_2.jpg;;;
Sabiaceae;Sabia campanulata;Wall. ex Roxb.;;;Sabia_campanulata_1.jpg;Sabia_campanulata_2.jpg;;;
Salicaceae;Homalium napaulense;(DC.) Benth.;;;Homalium_napaulense_1.jpg;Homalium_napaulense_2.jpg;only picture found, text general info for genus;;
Salicaceae;Populus ciliata;Wall. ex Royle;;;Populus_ciliata_1.jpg;Populus_ciliata_2.jpg;;;
Salicaceae;Salix babylonica;L.;;;Salix_babylonica_1.jpg;Salix_babylonica_2.jpg;;;
Salicaceae;Salix calyculata;Hook. f. ex Andersson;;;Salix_calyculata_1.jpg;;;;
Salicaceae;Salix daltoniana;Andersson;;;Salix_daltoniana_1.jpg;;;;
Salicaceae;Salix disperma;Roxb. ex D.Don.;;Thick-Branch Willow ;Salix_disperma_1.jpg;Salix_disperma_2.jpg;;;
Salicaceae;Salix eriostachya;Wall. ex Andersson;;;Salix_eriostachya_1.jpg;Salix_eriostachya_2.jpg;;;
Salicaceae;Salix flabellaris;Andersson;;;Salix_flabellaris_1.jpg;Salix_flabellaris_2.jpg;;;
Salicaceae;Salix lindleyana;Wall. ex Andersson;;Mini Alpine Willow ;Salix_lindleyana_1.jpg;Salix_lindleyana_2.jpg;;;
Salicaceae;Salix sikkimensis;Andersson;;;Salix_sikkimensis_1.jpg;Salix_sikkimensis_2.jpg;;;
Salicaceae;Salix stomatophora;Flod.;Salix nepalensis, Salix bhutanensis;;Salix_stomatophora_1.jpg;Salix_stomatophora_2.jpg;;;
Santalaceae;Osyris lanceolata;Hochst. \& Steud.;;;Osyris_lanceolata_1.jpg;Osyris_lanceolata_2.jpg;;;
Sapindaceae;Acer acuminatum;Wallich ex D. Don;;;Acer_acuminatum_1.jpg;Acer_acuminatum_2.jpg;;;
Sapindaceae;Acer caesium;Wallich ex Brandis;;;Acer_caesium_1.jpg;Acer_caesium_2.jpg;;;
Sapindaceae;Acer campbellii;Hook. f. \& Thoms;;;Acer_campbellii_1.jpg;Acer_campbellii_2.jpg;;;
Sapindaceae;Acer cappadocicum;Gled.;;;Acer_cappadocicum_1.jpg;Acer_cappadocicum_2.jpg;;;
Sapindaceae;Acer oblongum;Wallich ex Dc.;;;Acer_oblongum_1.jpg;Acer_oblongum_2.jpg;;;
Sapindaceae;Acer pectinatum;Wall. ex Brandis;;;Acer_pectinatum_1.jpg;Acer_pectinatum_2.jpg;;;
Sapindaceae;Aesculus indica;(Wall. ex Cambess.) Hook.;;;Aesculus_indica.jpg;Aesculus_indica_2.jpg;;;
Saururaceae;Saurauia napaulensis;DC.;;Gogan;Saurauia_napaulensis_1,jpg.jpg;Saurauia_napaulensis_2,jpg.jpg;;;
Schisandraceae;Schisandra grandiflora;(Wall.) Hook.f. \& Thomson;;;Schisandra_grandiflora_1.jpg;Schisandra_grandiflora_2.jpg;;;
Simaroubaceae;Picrasma quassioides;(D.Don) Benn.;;;Picrasma_quassioides_1.jpg;Picrasma_quassioides_2.jpg;;;
Smilacaceae;Smilax aspera;L.;;Common Smilax;Smilax_aspera_01.jpg;Smilax_aspera_02.jpg;;;
Smilacaceae;Smilax elegans;Wall. ex Kunth;;Elegant Smilax;Smilax_elegans_01.jpg;Smilax_elegans_02.jpg;;;
Smilacaceae;Smilax menispermoidea;A.DC.;;;Smilax_menispermoidea_01.jpg;Smilax_menispermoidea_02.jpg;;;
Stachyuraceae;Stachyurus himalaicus;Hook.f. \& Thomson ex Benth.;;;Stachyurus_himalaicus_1.jpg;Stachyurus_himalaicus_2.jpg;;;
Symplocaceae;Symplocos paniculata;(Thunb.) Miq.;;(Thunb.) Miq.;Symplocos_paniculata_1.jpg;Symplocos_paniculata_2.jpg;;;
Symplocaceae;Symplocos ramosissima;Wall. ex G. Don;;;Symplocos_ramosissima_1.jpg;Symplocos_ramosissima_2.jpg;;;
Tamaricaceae;Myricaria germanica;(L.) Desv.;;;Myricaria_germanica_1.jpg;Myricaria_germanica_2.jpg;;;
Tamaricaceae;Myricaria rosea;W.W. Sm.;;;Myricaria_rosea_1.jpg;Myricaria_rosea_2.jpg;prostrate ;;
Taxaceae;Taxus contorta;Griff.;Taxus fuana;;Taxus_contorta_1.jpg;Taxus_wallichiana_2.jpg; midvein densely and evenly papillate;;
Taxaceae;Taxus wallichiana;Zucc.;;Himalayan Yew;Taxus_wallichiana_1.jpg;Taxus_wallichiana_2.jpg;;;
Theaceae;Schima wallichii;Choisy;;Needlewood Tree;Schima_wallichii_1.jpg;Schima_wallichii_2.jpg;;;
Thymelaeaceae;Daphne bholua;Buch.-Ham. ex D.Don;;;Daphne_bholua_1.jpg;Daphne_bholua_2.jpg;;;
Thymelaeaceae;Daphne papyracea;Wall. ex G. Don;;;Daphne_papyracea_1.jpg;Daphne_papyracea_2.jpg;;;
Thymelaeaceae;Daphne tangutica;Maxim.;;;Daphne_tangutica_1.jpg;Daphne_tangutica_2.jpg;;;
Urticaceae;Boehmeria virgata subsp. macrophylla ;Hornem.;Boehmeria macrophylla;False Nettle;Boehmeria_macrophylla_1.jpg;Boehmeria_macrophylla_2.jpg;;;
Urticaceae;Boehmeria virgata var. Macrostachya;(Wight) Friis \& Wilmot-Dear;;;Boehmeria_virgata_macrostachya_1.jpg;Boehmeria_virgata_macrostachya_2.jpg;;;
Urticaceae;Debregeasia longifolia;(Burm.f.) Wedd.;;Orange Wild Rhea;Debregeasia_longifolia_1.jpg;Debregeasia_longifolia_2.jpg;;;
Urticaceae;Debregeasia saeneb;(Forssk.) Hepper \& J.R.I.Wood;;Himalayan Wild Rhea;Debregeasia_saeneb_1.jpg;Debregeasia_saeneb_2.jpg;Leaves densely snow white tomentose abaxially;;
Verbenaceae;Vitex negundo;L.;;Five-leaved chaste Tree;Vitex_negundo_1.jpg;Vitex_negundo_2.jpg;;;
Vitaceae;Cissus discolor;DC.;Cissus javana;Climbing Bignonia;Cissus_discolor_1.jpg;Cissus_discolor_2.jpg;;;
Vitaceae;Leea asiatica;(L.) Ridsdale;;;Leea_asiatica_1.jpg;Leea_asiatica_2.jpg;;;
Vitaceae;Tetrastigma campylocarpum;(Kurz) Planch.;;;Tetrastigma_campylocarpum_1.jpg;Tetrastigma_campylocarpum_2.jpg;;;
Vitaceae;Tetrastigma serrulatum;(Roxb.) Planch.;;;Tetrastigma_serrulatum_1.jpg;Tetrastigma_serrulatum_2.jpg;;;
Vitaceae;Vitis heyneana var. Heyneana;R. Parker;Vitis jacquemontii;;Vitis_jacquemontii_1.jpg;Vitis_jacquemontii_2.jpg;;;
